Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
Gender dimensions of support for elderly in Vietnam,2003,Research on Aging,25,6,,587,630,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141923693&partnerID=40&md5=5b986be00362e207ef129c510214724e,Article,Scopus,2-s2.0-0141923693
Some fixed point theorems for noncompact and weakly asymptotically regular set-valued mappings,2003,Numerical Functional Analysis and Optimization,24,7åé8ì˙,,895,905,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0346972996&partnerID=40&md5=4bfe2f89c3c13e7da95042644db40dce,Article,Scopus,2-s2.0-0346972996
Nearly subconvexlike set-valued maps and vector optimization problems,2003,Journal of Optimization Theory and Applications,119,2,,335,356,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-0345445976&partnerID=40&md5=3220243108ca5d4aea3cdac5c983684f,Article,Scopus,2-s2.0-0345445976
"On the nonlinear wave equation utt - B(Åau xÅa2)uxx = f(x, t, u, ux, u t, ÅauxÅa2) associated with the mixed homogeneous conditions",2003,"Nonlinear Analysis, Theory, Methods and Applications",55,5,,493,519,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141951959&partnerID=40&md5=5ed2c7301130b877056260c827dd92b6,Article,Scopus,2-s2.0-0141951959
The Ekeland variational principle for set-valued maps involing coderivatives,2003,Journal of Mathematical Analysis and Applications,286,2,,509,523,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242677016&partnerID=40&md5=43352209561640ec5245e9c911fb088e,Article,Scopus,2-s2.0-0242677016
Prevalence of the rheumatic diseases in urban Vietnam: A WHO-ILAR COPCORD study,2003,Journal of Rheumatology,30,10,,2252,2256,,50,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141865715&partnerID=40&md5=1c5761927c8f944828015cc008522cd9,Article,Scopus,2-s2.0-0141865715
Sequences Determining Mixed Multiplicities and Reductions of Ideals,2003,Communications in Algebra,31,10,,5047,5069,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041738163&partnerID=40&md5=f2bd2b26aab673ead36d1d629ae34a5f,Article,Scopus,2-s2.0-0041738163
Strain fluctuations in a real [001]-oriented zinc-blende-structure surface quantum well,2003,Physical Review B - Condensed Matter and Materials Physics,68,15,153306,1533061,1533064,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0344585006&partnerID=40&md5=20f4f1e31a74b14e8c631577e420f685,Article,Scopus,2-s2.0-0344585006
Hilbert polynomials of non-standard bigraded algebras,2003,Mathematische Zeitschrift,245,2,,309,334,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242275976&partnerID=40&md5=198fba9985f87a99f89e63fd9b08c92e,Article,Scopus,2-s2.0-0242275976
Complete hyperbolicity of Hartogs domain,2003,Manuscripta Mathematica,112,2,,171,181,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242276209&partnerID=40&md5=fb67262e330c848a9f35e5e874e0cedd,Article,Scopus,2-s2.0-0242276209
Charge ordering under a magnetic field in the extended Hubbard model,2003,Modern Physics Letters B,17,20-21,,1103,1110,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242582967&partnerID=40&md5=8f401794388b03aa01338e68222c3310,Article,Scopus,2-s2.0-0242582967
Some remarks about Reinhardt domains in Cn,2003,Illinois Journal of Mathematics,47,3,,699,708,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0347592436&partnerID=40&md5=e3dd1840a256bdb000ba1eb514b06e70,Article,Scopus,2-s2.0-0347592436
On the mixed multiplicity and the multiplicity of blow-up rings of equimultiple ideals,2003,Journal of Pure and Applied Algebra,183,1åé3ì˙,,313,327,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0142024718&partnerID=40&md5=6520940da1b09cd3cd66fb75c5ece57d,Article,Scopus,2-s2.0-0142024718
Pseudo Cohen-Macaulay and pseudo generalized Cohen-Macaulay modules,2003,Journal of Algebra,267,1,,156,177,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042229576&partnerID=40&md5=0ddc04d539f6be20de068c625c2d7149,Article,Scopus,2-s2.0-0042229576
Asymptotic estimates on uncertainty of the elastic moduli of completely random trigonal polycrystals,2003,International Journal of Solids and Structures,40,18,,4911,4924,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042814994&partnerID=40&md5=58ea7b1d3bbc2fdc0211479ac624b16c,Article,Scopus,2-s2.0-0042814994
Internal migration policies in the ESCAP region,2003,Asia-Pacific Population Journal,18,3,,27,40,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-42049109802&partnerID=40&md5=26fa82006631a66c3fe5eef73c8a5991,Article,Scopus,2-s2.0-42049109802
Parallel-iterated RK-type PC methods with continuous output formulas,2003,International Journal of Computer Mathematics,80,8,,1025,1035,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-28244479362&partnerID=40&md5=ab9351af3635ee8f1029ada85d78cce3,Article,Scopus,2-s2.0-28244479362
Fr?chet-Valued Real Analytic Functions on Fr?chet Spaces,2003,Monatshefte fur Mathematik,139,4,,285,293,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0344198193&partnerID=40&md5=45e04db9395604fd48dd5d359e5bd1ca,Article,Scopus,2-s2.0-0344198193
New Deformation of Para-Bose Statistics,2003,International Journal of Theoretical Physics,42,8,,1781,1786,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-1642419762&partnerID=40&md5=c423ea0bbad46723b62553f04fdd546d,Article,Scopus,2-s2.0-1642419762
Sufficient conditions for invexity,2003,Bulletin of the Australian Mathematical Society,68,1,,113,125,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041915495&partnerID=40&md5=69888c4c836702bd871c789feda7a381,Article,Scopus,2-s2.0-0041915495
Zariski dense subgroups of semisimple algebraic groups with isomorphic p-adic closures,2003,Journal of Lie Theory,13,1,,13,20,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-30244450413&partnerID=40&md5=744d4fcc9886d9e0f8f93fb60d529bcd,Article,Scopus,2-s2.0-30244450413
Nuclear reactions with 14 MeV neutrons and bremsstrahlungs in giant dipole resonance (GDR) region using small accelerators,2003,Nuclear Physics A,722,,,568c,572c,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041882007&partnerID=40&md5=e11296497e16c29a6a0b9e3c3269761c,Article,Scopus,2-s2.0-0041882007
On a four-nucleon model of nuclear matter,2003,Nuclear Physics A,722,,,548c,552c,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041882017&partnerID=40&md5=d4b72e9e027693f28dd41e092196cf78,Article,Scopus,2-s2.0-0041882017
The mass profile in the solar-mass stars,2003,Nuclear Physics A,722,,,465c,468c,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141651974&partnerID=40&md5=a85ea08a14ada771974e098c3223fe1a,Article,Scopus,2-s2.0-0141651974
Orientation effects in the scattering of leptons by nuclei,2003,Nuclear Physics A,722,,,419c,423c,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042383289&partnerID=40&md5=fc7dfc7208a450fb3d374ad10cfa5894,Article,Scopus,2-s2.0-0042383289
Relativistic heavy ions: A brief look,2003,Nuclear Physics A,722,,,287c,293c,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042884330&partnerID=40&md5=56841b31b020519352470dda2c362661,Article,Scopus,2-s2.0-0042884330
"Effect of drenching with cooking oil on performance of local ""Yellow"" cattle fed rice straw and cassava foliage",2003,Livestock Research for Rural Development,15,7,,9,16,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942722560&partnerID=40&md5=8df6ddcce48462a97a74c43a61f75855,Article,Scopus,2-s2.0-2942722560
Preliminary research results on application of a local medicinal herb (Achyranthes aspera) as dietary supplement to sows to prevent diarrhea in piglets,2003,Livestock Research for Rural Development,15,7,,96,101,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942741124&partnerID=40&md5=fe3ee4057e013ddbaf72a54c8f9efa8b,Article,Scopus,2-s2.0-2942741124
On global optimality conditions and cutting plane algorithms,2003,Journal of Optimization Theory and Applications,118,1,,201,216,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037492020&partnerID=40&md5=ec633642420e3f12a6f66173d714d9a3,Article,Scopus,2-s2.0-0037492020
Effects of supplementation of wet brewers' grains and sugarcane molasses to rice straw on rumen degradation efficiency,2003,Livestock Research for Rural Development,15,7,,38,41,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942748388&partnerID=40&md5=2ef5ce9c30095ba25755c5df20832b3f,Article,Scopus,2-s2.0-2942748388
A unified monotonic approach to generalized linear fractional programming,2003,Journal of Global Optimization,26,3,,229,259,,54,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249896775&partnerID=40&md5=b7cd9e279d4367648d937d3933fba037,Article,Scopus,2-s2.0-34249896775
Probing the isovector transition strength of the low-lying nuclear excitations induced by inverse kinematics proton scattering,2003,Physical Review C - Nuclear Physics,68,1,,116011,116015,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242597049&partnerID=40&md5=2304d8ca9515c6efeff82696d3dd81b4,Article,Scopus,2-s2.0-0242597049
The 2002 Declaration on the Conduct of Parties in the South China Sea: A note,2003,Ocean Development and International Law,34,3åé4ì˙,,279,285,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141889548&partnerID=40&md5=efb82b699d4be04594319842217e6f94,Article,Scopus,2-s2.0-0141889548
Effect of high dietary levels of sweet potato leaves on the reproductive performance of pure and crossbred Mong Cai sows,2003,Livestock Research for Rural Development,15,6,,19,25,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942724412&partnerID=40&md5=5c481b148d4102cc604ae394b9f4b028,Article,Scopus,2-s2.0-2942724412
Shakedown theory for elastic-perfectly plastic bodies revisited,2003,International Journal of Mechanical Sciences,45,6åé7ì˙,,1011,1027,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0242489352&partnerID=40&md5=37eb983ac6bbde4efe5247f651a6cb3d,Article,Scopus,2-s2.0-0242489352
Low-temperature photoluminescence spectra of highly excited quantum wires,2003,Solid State Communications,126,11,,645,648,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0038177985&partnerID=40&md5=9a3b5508ebddca06a576d7fff52440da,Article,Scopus,2-s2.0-0038177985
"The control of in vitro direct main stem formation of Lilium longiflorum derived from receptacle culture, and rapid propagation by using in vitro stem nodes",2003,Plant Growth Regulation,40,2,,179,184,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037707072&partnerID=40&md5=534324d5303f9952d078e5849e4fd2c8,Article,Scopus,2-s2.0-0037707072
Simplicially-constrained DC optimization over efficient and weakly efficient sets,2003,Journal of Optimization Theory and Applications,117,3,,503,531,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037865630&partnerID=40&md5=284fb3ee3ec152c04cf89d3e8f81a5be,Article,Scopus,2-s2.0-0037865630
Effects of tree foliages compared with grasses on growth and intestinal nematode infestation in confined goats,2003,Livestock Research for Rural Development,15,6,,1,11,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942695237&partnerID=40&md5=c47cde7f9a309b9b52f17ddc3c85dc4c,Article,Scopus,2-s2.0-2942695237
Strictly and roughly convexlike functions,2003,Journal of Optimization Theory and Applications,117,1,,139,156,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0038065364&partnerID=40&md5=d8e44747aa79eff2db0c57c61965f9a2,Article,Scopus,2-s2.0-0038065364
A global optimization method for solving convex quadratic bilevel programming problems,2003,Journal of Global Optimization,26,2,,199,219,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-84867948361&partnerID=40&md5=b6ed2fb0e1fc4340503a411b040855ce,Article,Scopus,2-s2.0-84867948361
Evaluation of some unconventional trees/plants as ruminant feeds in Central Vietnam,2003,Livestock Research for Rural Development,15,6,,12,18,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942746486&partnerID=40&md5=a99e77b56bbfec252c35333d936cd72a,Article,Scopus,2-s2.0-2942746486
Hopf-type estimates for solutions to Hamilton-Jacobi equations with concave-convex initial data,2003,Electronic Journal of Differential Equations,2003,,,1,11,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042675273&partnerID=40&md5=cf7305ad3d1e4de825d541c5a9d28d21,Article,Scopus,2-s2.0-3042675273
1H NMR spectra of platinum(II) complexes containing piperidine and another amine,2003,Journal of Coordination Chemistry,56,8,,683,689,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042267301&partnerID=40&md5=a297c209de1564d0c012d5fc696d4ed4,Article,Scopus,2-s2.0-0042267301
Completing comma-free codes,2003,Theoretical Computer Science,301,1åé3ì˙,,399,415,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0038033160&partnerID=40&md5=c2f340ceda52cf3dc576b822af0f3e9f,Article,Scopus,2-s2.0-0038033160
Parametric resonance of acoustic and optical phonons in a quantum well,2003,Journal of the Korean Physical Society,42,5,,647,651,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-0038745684&partnerID=40&md5=cfd7d8250d5af5cf9c84ea9527bf7cd7,Article,Scopus,2-s2.0-0038745684
Commentary: Stepping into the new age of the right to (good) nutrition: Snail's pace progress?,2003,Ecology of Food and Nutrition,42,3,,255,263,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141638396&partnerID=40&md5=8101139232195ab004f2ac693d07cb16,Article,Scopus,2-s2.0-0141638396
Some geometrical properties of outer É¡-convex sets,2003,Numerical Functional Analysis and Optimization,24,3åé4ì˙,,303,309,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0042161925&partnerID=40&md5=14f32bbd11e18df98c547de8d1eee841,Article,Scopus,2-s2.0-0042161925
Rough convergence in infinite dimensional normed spaces,2003,Numerical Functional Analysis and Optimization,24,3åé4ì˙,,285,301,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0043163807&partnerID=40&md5=86527be32a923fd3b74f87205936e3f4,Article,Scopus,2-s2.0-0043163807
"Two new freshwater prawns of the genus Macrobrachium (Decapoda, Caridea, Palaemonidae) from the highlands of South Vietnam",2003,Crustaceana,76,4,,453,467,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041346514&partnerID=40&md5=19ac81d042f275d775be8ba24ea2e15c,Article,Scopus,2-s2.0-0041346514
Convergence rates in regularization under arbitrarily perturbative operators,2003,Computational Mathematics and Mathematical Physics,43,3,,309,313,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-33746488864&partnerID=40&md5=2838562670cf7688930fca55ca305c17,Article,Scopus,2-s2.0-33746488864
"Toxic elements and heavy metals in sediments in Tham Luong Canal, Ho Chi Minh City, Vietnam",2003,Environmental Geology,43,7,,836,841,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037840421&partnerID=40&md5=3c343a7a5df2548649d5fb54833d93fc,Article,Scopus,2-s2.0-0037840421
Responses of growing cattle to wet brewers' grains or sugarcane molasses supplemented to diets based on untreated or treated rice straw,2003,Livestock Research for Rural Development,15,3,,22,27,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-2942672585&partnerID=40&md5=f6df07665b1ec1c31dab02b2ae1a6d87,Article,Scopus,2-s2.0-2942672585
Transport properties in a simplified double-exchange model,2003,Modern Physics Letters B,17,1,,39,47,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037428590&partnerID=40&md5=50259ea6f005b68257e48d15999aeb44,Article,Scopus,2-s2.0-0037428590
Penetration of dihydroartemisinin into cerebrospinal fluid after administration of intravenous artesunate in severe falciparum malaria,2003,Antimicrobial Agents and Chemotherapy,47,1,,368,370,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-12244298238&partnerID=40&md5=121ad48319b0224d8527510ffdb274ac,Article,Scopus,2-s2.0-12244298238
Simple explanation for the reentrant magnetic phase transition in Pr 0.5Sr 0.41Ca 0.09MnO 3 perovskite,2003,Bulletin of Materials Science,26,1,,151,154,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037221617&partnerID=40&md5=d6b8c571c494349d95d7b4d3d4b99c04,Article,Scopus,2-s2.0-0037221617
On a Class of Inclusions in Ordered Spaces,2003,Zeitschrift fur Analysis und ihre Anwendung,22,3,,543,551,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0344118187&partnerID=40&md5=561749dcff37f240c7800b717e9a759f,Article,Scopus,2-s2.0-0344118187
On some properties of (FC)-sequences of ideals in local rings,2003,Proceedings of the American Mathematical Society,131,1,,45,53,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037240095&partnerID=40&md5=bd2d326d86e28021d2c9bbfa4c5fafdf,Article,Scopus,2-s2.0-0037240095
Fixed-Point Properties of Roughly Contractive Mappings,2003,Zeitschrift fur Analysis und ihre Anwendung,22,3,,517,528,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0345412021&partnerID=40&md5=92bb9c35f3ce65f3cda8c502fcdce053,Article,Scopus,2-s2.0-0345412021
Set-valued nonlinear variational inequalities for H-monotone mappings in nonreflexive Banach spaces,2003,"Nonlinear Analysis, Theory, Methods and Applications",52,2,,457,465,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037209801&partnerID=40&md5=02c43e44af940fc3c212c5ec4feaf25a,Article,Scopus,2-s2.0-0037209801
Near-band-edge photoluminescence from very high quality hexagonal ZnO bulk crystals,2003,Acta Physica Polonica A,103,1,,67,75,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037275734&partnerID=40&md5=9c3e93840a2971eb44594c22494ab3fc,Article,Scopus,2-s2.0-0037275734
On the Poincar? Series of Quadratic Algebras Associated to Hecke Symmetries,2003,International Mathematics Research Notices,,40,,2193,2203,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141569420&partnerID=40&md5=d6a96a8a83fed0d07024625f7b47d203,Article,Scopus,2-s2.0-0141569420
The automorphism groups of certain tetravalent metacirculant graphs,2003,Ars Combinatoria,66,,,205,232,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-26844576320&partnerID=40&md5=8ba7bf67de0b93bf8458093bc6466268,Article,Scopus,2-s2.0-26844576320
A continuum percolation model in an anisotropic medium: Dimensional crossover?,2002,Physica A: Statistical Mechanics and its Applications,316,1åé4ì˙,,1,12,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037114552&partnerID=40&md5=0e5e948e5eef6a7aa4beb73ffe3fedc0,Article,Scopus,2-s2.0-0037114552
Generation of three-mode nonclassical vibrational states of ions,2002,"Physical Review A - Atomic, Molecular, and Optical Physics",66,6,,654011,654013,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-11244298944&partnerID=40&md5=c7712ff2daec5ba20d20ce3f525083d0,Article,Scopus,2-s2.0-11244298944
The integral wavelet transform in weighted sobolev spaces,2002,Abstract and Applied Analysis,7,3,,135,142,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84867182470&partnerID=40&md5=64d384da8e760e966c47eb5792eada42,Article,Scopus,2-s2.0-84867182470
From a floating world: Emigration to Europe from post-war Vietnam,2002,Asian and Pacific Migration Journal,11,4,,463,484,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036963311&partnerID=40&md5=8cededa4ab8aa1b7d993200b30134837,Article,Scopus,2-s2.0-0036963311
Bounds on the elastic moduli of completely random two-dimensional polycrystals,2002,Meccanica,37,6,,503,514,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036904682&partnerID=40&md5=4c0f3bf17bea73757ea8853adf853fe5,Article,Scopus,2-s2.0-0036904682
Some examples of nonhypoelliptic infinitely degenerate elliptic differential operators,2002,Mathematical Notes,71,3åé4ì˙,,517,529,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141848547&partnerID=40&md5=d432393ee9e0e64072487b37d157ba33,Article,Scopus,2-s2.0-0141848547
On linear implicit non-autonomous systems of difference equations,2002,Journal of Difference Equations and Applications,8,12,,1085,1105,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036896212&partnerID=40&md5=2c88a68f4a6e2c5bf6ca55595623f2bd,Article,Scopus,2-s2.0-0036896212
Evaluating the effects of different forms of transgene on integration efficiency in the loach (Misgurnus anguillicaudatus) genome,2002,Journal of Reproduction and Development,48,2,,151,156,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-53949110799&partnerID=40&md5=575ed3072e1efc7537c5eed864514e5d,Article,Scopus,2-s2.0-53949110799
An embedding theorem for Abelian monoidal categories,2002,Compositio Mathematica,132,1,,27,48,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141568913&partnerID=40&md5=0ccf60ceb115a48bd6cc990a8bb118b9,Article,Scopus,2-s2.0-0141568913
Molecular genetic analyses of five Vietnamese patients with spinal muscular atrophy,2002,Kobe Journal of Medical Sciences,48,5åé6ì˙,,177,182,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0038659892&partnerID=40&md5=579a68f6ffe51101f88882be9f83ec2e,Article,Scopus,2-s2.0-0038659892
On the stability of semilinear nonautonomous evolution equations in banach spaces and its application to strongly parabolic equations,2002,Ukrainian Mathematical Journal,54,12,,2080,2087,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-52649160697&partnerID=40&md5=748101e99aac489095d15e43a8635291,Article,Scopus,2-s2.0-52649160697
Estimates for quasiconformal mappings onto canonical domains (II),2002,Zeitschrift fur Analysis und ihre Anwendung,21,4,,1043,1054,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037005332&partnerID=40&md5=8bc43bf7b6c7735fd86aa6258b549c10,Article,Scopus,2-s2.0-0037005332
Constituents from Miliusa balansae (Annonaceae),2002,Phytochemistry,61,8,,991,994,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036898894&partnerID=40&md5=776978cfdb41663273119c58c4163669,Article,Scopus,2-s2.0-0036898894
Miliary tuberculosis with meningitis,2002,Practical Neurology,2,4,,230,231,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-28844504894&partnerID=40&md5=de24c281dbeb51a3c0209c83deeab17b,Article,Scopus,2-s2.0-28844504894
Sharp upper bound for the regularity of zero-schemes of double points in ?4,2002,Communications in Algebra,30,12,,5825,5847,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036932966&partnerID=40&md5=1f51bf85118411d7b393c88d44741ce6,Article,Scopus,2-s2.0-0036932966
Quasipotential approach to quantum chromodynamics,2002,Theoretical and Mathematical Physics,132,2,,1144,1147,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036056471&partnerID=40&md5=7469fc1e6f3cc4317f5f1027ef166840,Article,Scopus,2-s2.0-0036056471
Investment in residential property: Taxonomy of home improvers in Central Hanoi,2002,Habitat International,26,4,,471,486,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036890810&partnerID=40&md5=091530173fdf4484343a443ab3ada4a1,Article,Scopus,2-s2.0-0036890810
Application of atomic absorption spectrometry for the quantitative determination of metallic impurities in pure uranium compounds,2002,Analytical Sciences,18,11,,1263,1266,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036861816&partnerID=40&md5=fb603c69585869409f00b892cd981923,Article,Scopus,2-s2.0-0036861816
Detection of apoptotic frequency in Chinese hamster ovary (CHO-K1) cells after gamma-irradiation using both neutral comet assay and terminal desoxynucleotidyl transferase (TdT) assay,2002,Environmental Health and Preventive Medicine,7,5,,217,219,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036857176&partnerID=40&md5=4cf2810cec763088375caba555cd590b,Article,Scopus,2-s2.0-0036857176
Fixed points of increasing multivalued operators and an application to discontinuous elliptic equations,2002,"Nonlinear Analysis, Theory, Methods and Applications",51,4,,673,678,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036833152&partnerID=40&md5=acba46ca2bafdec24036533a850dc938,Article,Scopus,2-s2.0-0036833152
"On the nonlinear wave equation Utt - B(t, ÅaUxÅa2)Uxx = f (x, t, U, Ux, Ut) associated with the mixed homogeneous conditions",2002,Journal of Mathematical Analysis and Applications,274,1,,102,123,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036815649&partnerID=40&md5=d6d892a7131b9a9c911d1917ee621e75,Article,Scopus,2-s2.0-0036815649
A Landau-Kolmogorov inequality for Orlicz spaces,2002,Journal of Inequalities and Applications,7,5,,663,672,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036794328&partnerID=40&md5=4a6a4d1fdf5138fc7ebeb34ef2eaa4f1,Article,Scopus,2-s2.0-0036794328
The effect of incentive reforms upon productivity: Evidence from the Vietnamese rice industry,2002,Journal of Development Studies,39,1,,74,93,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036804569&partnerID=40&md5=d34e07ec357fb76a4a59eeb0263037bb,Article,Scopus,2-s2.0-0036804569
"Weak approximation, Brauer and R-equivalence in algebraic groups over arithmetical fields, II",2002,Journal of Mathematics of Kyoto University,42,2,,305,316,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-18244424668&partnerID=40&md5=cfc80221f28b8139b2420b7645abf744,Article,Scopus,2-s2.0-18244424668
On corestriction principle in non abelian galois cohomology over local and global fields,2002,Journal of Mathematics of Kyoto University,42,2,,287,304,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-18244430629&partnerID=40&md5=15cdf74b00a471c7b7df332f17e5cff4,Article,Scopus,2-s2.0-18244430629
"Isoniazid resistance, mycobacterial genotype and outcome in Vietnamese adults with tuberculous meningitis",2002,International Journal of Tuberculosis and Lung Disease,6,10,,865,871,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036797542&partnerID=40&md5=a63528fa02f5864f66bf20a5f1ff99b2,Article,Scopus,2-s2.0-0036797542
Even and odd trio coherent states: Antibunching and violation of Cauchy-Schwarz inequalities,2002,Journal of Optics B: Quantum and Semiclassical Optics,4,5,,289,294,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036804778&partnerID=40&md5=eca2a4906c5a0335e865aa28a45b8448,Article,Scopus,2-s2.0-0036804778
Gated communities in Indonesia,2002,Cities,19,5,,341,350,,57,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036773101&partnerID=40&md5=82f86b096018d85edf7126e90d0b1c52,Article,Scopus,2-s2.0-0036773101
The gender implications of public sector downsizing: The reform program of Vietnam,2002,World Bank Research Observer,17,2,,167,189,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036760977&partnerID=40&md5=9669ddda88588a6cf38d5bd9fd202b01,Article,Scopus,2-s2.0-0036760977
Random piezoelectric field in real [001]-oriented strain-relaxed semiconductor heterostructures,2002,Physical Review Letters,89,7,77601,077601/1,077601/4,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-45849156073&partnerID=40&md5=80f5b333ce1c5a76d74ed01cacc6f077,Article,Scopus,2-s2.0-45849156073
"Influence of meteorological conditions on PM2.5 and PM2.5-10 concentrations during the monsoon season in Hanoi, Vietnam",2002,Atmospheric Environment,36,21,,3473,3484,,52,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036020585&partnerID=40&md5=905173bad4b396dc43450e75b1b1f003,Article,Scopus,2-s2.0-0036020585
Coagulation abnormalities in dengue hemorrhagic fever: Serial investigations in 167 Vietnamese children with dengue shock syndrome,2002,Clinical Infectious Diseases,35,3,,277,285,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036680269&partnerID=40&md5=b624617f64aa2d044ff7e1cecd4aaa7d,Article,Scopus,2-s2.0-0036680269
Suppression of the bottleneck in semiconductor microcavities,2002,Solid State Communications,123,10,,427,430,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-0036671502&partnerID=40&md5=ba380386b229ea24ff8e69dbf6e5d3e5,Article,Scopus,2-s2.0-0036671502
